Document,Date,Author,Unique Agent Target,Back-likelihood-binarized-by-rule,Back-likelihood,Back-strength,Build-likelihood-binarized-by-rule,Build-likelihood,Build-strength,Bridge-likelihood-binarized-by-rule,Bridge-likelihood,Bridge-strength,Boost-likelihood-binarized-by-rule,Boost-likelihood,Boost-strength,Excite-likelihood-binarized-by-rule,Excite-likelihood,Excite-strength,Engage-likelihood-binarized-by-rule,Engage-likelihood,Engage-strength,Explain-likelihood-binarized-by-rule,Explain-likelihood,Explain-strength,Enhance-likelihood-binarized-by-rule,Enhance-likelihood,Enhance-strength,Neutralize-likelihood-binarized-by-rule,Neutralize-likelihood,Neutralize-strength,Negate-likelihood-binarized-by-rule,Negate-likelihood,Negate-strength,Narrow-likelihood-binarized-by-rule,Narrow-likelihood,Narrow-strength,Neglect-likelihood-binarized-by-rule,Neglect-likelihood,Neglect-strength,Dismay-likelihood-binarized-by-rule,Dismay-likelihood,Dismay-strength,Dismiss-likelihood-binarized-by-rule,Dismiss-likelihood,Dismiss-strength,Distort-likelihood-binarized-by-rule,Distort-likelihood,Distort-strength,Distract-likelihood-binarized-by-rule,Distract-likelihood,Distract-strength,
"RT @US_Stratcom: Starting the week off strong with some #Airpower  #BTF missions demonstrate we are #AlwaysReady to detect &amp; deter threats against the U.S. &amp; our #FriendsPartnersAllies. The strategic bomber force is the most flexible, visible attribute of America's nuclear triad.  #Deterrence https://t.co/MqZ8nFndOT https://t.co/2riWhhN0fP",2022-04-11 19:17:10-04,raymaloney99,US_STRATCOM,1,1,0.719,1,0.500,0.417,1,0.400,0.150,1,0.444,0.250,1,0.353,0.206,1,1,0.694,1,0.636,0.364,1,1,0.733,0,0,0,1,0.077,0.077,1,0.467,0.150,0,0,0,1,0.193,0.193,1,0.250,0.141,1,0.167,0.042,1,0.250,0.167,
"RT @US_Stratcom: Starting the week off strong with some #Airpower  #BTF missions demonstrate we are #AlwaysReady to detect &amp; deter threats against the U.S. &amp; our #FriendsPartnersAllies. The strategic bomber force is the most flexible, visible attribute of America's nuclear triad.  #Deterrence https://t.co/MqZ8nFndOT https://t.co/2riWhhN0fP",2022-04-11 19:13:35-04,NixonKissinger,US_STRATCOM,1,1,0.719,1,0.500,0.417,1,0.400,0.150,1,0.444,0.250,1,0.353,0.206,1,1,0.694,1,0.636,0.364,1,1,0.733,0,0,0,1,0.077,0.077,1,0.467,0.150,0,0,0,1,0.193,0.193,1,0.250,0.141,1,0.167,0.042,1,0.250,0.167,
"RT @US_Stratcom: Starting the week off strong with some #Airpower  #BTF missions demonstrate we are #AlwaysReady to detect &amp; deter threats against the U.S. &amp; our #FriendsPartnersAllies. The strategic bomber force is the most flexible, visible attribute of America's nuclear triad.  #Deterrence https://t.co/MqZ8nFndOT https://t.co/2riWhhN0fP",2022-04-11 19:12:48-04,laugh_in_pain,US_STRATCOM,1,1,0.719,1,0.500,0.417,1,0.400,0.150,1,0.444,0.250,1,0.353,0.206,1,1,0.694,1,0.636,0.364,1,1,0.733,0,0,0,1,0.077,0.077,1,0.467,0.150,0,0,0,1,0.193,0.193,1,0.250,0.141,1,0.167,0.042,1,0.250,0.167,
RT @usconsmontreal: We were pleased to welcome @USAmbCanada on his first official visit to Montreal last week! Here are some photos of his events and meetings:   https://t.co/bZ7HnalgAO  #FriendsPartnersAllies https://t.co/SbGTdNhW5c,2022-04-11 19:12:40-04,DemsAbroadCan,usconsmontreal,1,1,0.711,1,0.611,0.333,0,0,0,0,0.259,0.194,1,0.294,0.162,1,1,0.694,1,0.545,0.409,1,1,0.724,1,0.054,0.014,1,0.077,0.019,1,0.400,0.072,0,0,0,0,0.123,0.083,1,0.188,0.047,1,0.333,0.083,1,0.250,0.113,
"RT @US_Stratcom: Starting the week off strong with some #Airpower  #BTF missions demonstrate we are #AlwaysReady to detect &amp; deter threats against the U.S. &amp; our #FriendsPartnersAllies. The strategic bomber force is the most flexible, visible attribute of America's nuclear triad.  #Deterrence https://t.co/MqZ8nFndOT https://t.co/2riWhhN0fP",2022-04-11 19:12:23-04,Turgut_Guliyev,US_STRATCOM,1,1,0.719,1,0.500,0.417,1,0.400,0.150,1,0.444,0.250,1,0.353,0.206,1,1,0.694,1,0.636,0.364,1,1,0.733,0,0,0,1,0.077,0.077,1,0.467,0.150,0,0,0,1,0.193,0.193,1,0.250,0.141,1,0.167,0.042,1,0.250,0.167,
"RT @US_Stratcom: Starting the week off strong with some #Airpower  #BTF missions demonstrate we are #AlwaysReady to detect &amp; deter threats against the U.S. &amp; our #FriendsPartnersAllies. The strategic bomber force is the most flexible, visible attribute of America's nuclear triad.  #Deterrence https://t.co/MqZ8nFndOT https://t.co/2riWhhN0fP",2022-04-11 19:11:39-04,Mabel_Danger,US_STRATCOM,1,1,0.719,1,0.500,0.417,1,0.400,0.150,1,0.444,0.250,1,0.353,0.206,1,1,0.694,1,0.636,0.364,1,1,0.733,0,0,0,1,0.077,0.077,1,0.467,0.150,0,0,0,1,0.193,0.193,1,0.250,0.141,1,0.167,0.042,1,0.250,0.167,
"RT @US_Stratcom: Starting the week off strong with some #Airpower  #BTF missions demonstrate we are #AlwaysReady to detect &amp; deter threats against the U.S. &amp; our #FriendsPartnersAllies. The strategic bomber force is the most flexible, visible attribute of America's nuclear triad.  #Deterrence https://t.co/MqZ8nFndOT https://t.co/2riWhhN0fP",2022-04-11 19:11:26-04,evspir,US_STRATCOM,1,1,0.719,1,0.500,0.417,1,0.400,0.150,1,0.444,0.250,1,0.353,0.206,1,1,0.694,1,0.636,0.364,1,1,0.733,0,0,0,1,0.077,0.077,1,0.467,0.150,0,0,0,1,0.193,0.193,1,0.250,0.141,1,0.167,0.042,1,0.250,0.167,
"RT @MartaMorganUSS: It was great to be back in Washington, DC to meet with @DeputySecState Wendy Sherman. We remain committed to working closely to address challenges around the world, including in our steadfast support of Ukraine.  #FriendsPartnersAllies https://t.co/32XxVXpEJK",2022-04-11 16:50:36-04,vtuss,GAC_DM_FA,1,1,0.711,1,0.611,0.333,1,0.267,0.200,1,0.519,0.306,1,0.373,0.240,1,1,0.731,0,0.455,0.409,1,1,0.823,0,0,0,0,0,0,1,0.400,0.118,0,0,0,0,0.105,0.066,1,0.125,0.031,0,0,0,0,0.167,0.112,
"It was great to be back in Washington, DC to meet with @DeputySecState Wendy Sherman. We remain committed to working closely to address challenges around the world, including in our steadfast support of Ukraine.  #FriendsPartnersAllies https://t.co/32XxVXpEJK",2022-04-11 13:29:46-04,GAC_DM_FA,DeputySecState,1,1,0.711,1,0.611,0.333,1,0.267,0.200,1,0.519,0.306,1,0.373,0.240,1,1,0.731,0,0.455,0.409,1,1,0.823,0,0,0,0,0,0,1,0.400,0.118,0,0,0,0,0.105,0.066,1,0.125,0.031,0,0,0,0,0.167,0.112,
"Canada and the United States continue to work side by side to promote security and strengthen democracy around the world. Today, I spoke with Canadian Deputy Foreign Minister @MartaMorganUSS about our shared efforts to support Ukraine, Haiti, and others. https://t.co/fUnFHRTq9x https://t.co/A2pgzgPTF4",2022-04-08 19:27:48-04,DeputySecState,,0,0,0,0,0.167,0.167,0,0.133,0.100,0,0.185,0.278,1,0.451,0.240,0,0.185,0.157,1,0.485,0.371,1,1,0.806,0,0,0,1,0.077,0.019,1,0.200,0.018,1,0.333,0.333,1,0.158,0.079,1,0.125,0.031,1,0.167,0.042,1,0.250,0.112,
"RT @MartaMorganUSS: It was great to be back in Washington, DC to meet with @DeputySecState Wendy Sherman. We remain committed to working closely to address challenges around the world, including in our steadfast support of Ukraine.  #FriendsPartnersAllies https://t.co/32XxVXpEJK",2022-04-11 16:49:29-04,CanEmbUSA,GAC_DM_FA,1,1,0.711,1,0.611,0.333,1,0.267,0.200,1,0.519,0.306,1,0.373,0.240,1,1,0.731,0,0.455,0.409,1,1,0.823,0,0,0,0,0,0,1,0.400,0.118,0,0,0,0,0.105,0.066,1,0.125,0.031,0,0,0,0,0.167,0.112,
"We are proud to officially introduce our new  Ambassador, Troy Lulashnyk, who had the honour of presenting his credentials to  President @ZuzanaCaputova today.  #FriendsPartnersAllies #StrongerTogether   Photo credit: Marian Garaj/Office of the President https://t.co/UVIyHoYT0p",2022-04-11 15:28:36-04,CanadaSlovakia,,0,0,0,0,0.222,0.250,1,0.267,0.300,0,0.148,0.167,1,0.275,0.181,0,0.222,0.181,0,0.364,0.295,1,1,0.817,0,0,0,0,0,0,1,0.400,0.400,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,1,0.250,0.250,
RT @USEmbassyPH: The U.S. turned over a newly constructed assault boat maintenance bay facility valued at approximately Php17.5 million to support the Philippine Marine Corps' modernization plan.  Read: https://t.co/wEyYDEwntH  @AlphaCoyMarines #FriendsPartnersAllies #SideBySideAt75 https://t.co/OJWTF6ulCF,2022-04-11 15:27:48-04,usphilsociety,USEmbassyPH,1,1,0.711,0,0.167,0.167,0,0,0,0,0.148,0.167,0,0.255,0.196,1,1,0.713,0,0.455,0.341,1,1,0.720,0,0,0,1,0.077,0.038,1,0.200,0.010,1,0.333,0.333,1,0.211,0.132,1,0.188,0.062,1,0.167,0.042,1,0.278,0.171,
RT @USEmbassyPH: The U.S. turned over a newly constructed assault boat maintenance bay facility valued at approximately Php17.5 million to support the Philippine Marine Corps' modernization plan.  Read: https://t.co/wEyYDEwntH  @AlphaCoyMarines #FriendsPartnersAllies #SideBySideAt75 https://t.co/OJWTF6ulCF,2022-04-11 12:31:28-04,ivolkman,USEmbassyPH,1,1,0.711,0,0.167,0.167,0,0,0,0,0.148,0.167,0,0.255,0.196,1,1,0.713,0,0.455,0.341,1,1,0.720,0,0,0,1,0.077,0.038,1,0.200,0.010,1,0.333,0.333,1,0.211,0.132,1,0.188,0.062,1,0.167,0.042,1,0.278,0.171,
RT @USEmbassyPH: The U.S. turned over a newly constructed assault boat maintenance bay facility valued at approximately Php17.5 million to support the Philippine Marine Corps' modernization plan.  Read: https://t.co/wEyYDEwntH  @AlphaCoyMarines #FriendsPartnersAllies #SideBySideAt75 https://t.co/OJWTF6ulCF,2022-04-11 11:47:54-04,futuredrwillis,USEmbassyPH,1,1,0.711,0,0.167,0.167,0,0,0,0,0.148,0.167,0,0.255,0.196,1,1,0.713,0,0.455,0.341,1,1,0.720,0,0,0,1,0.077,0.038,1,0.200,0.010,1,0.333,0.333,1,0.211,0.132,1,0.188,0.062,1,0.167,0.042,1,0.278,0.171,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-11 07:09:50-04,edwarjose1,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-11 07:01:57-04,USARPAC_CG,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-11 04:12:58-04,pitukpongpreech,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-11 00:30:41-04,AttackCupcake,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-11 00:21:16-04,krzysiek_prejs,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-11 00:18:56-04,Glenda37241419,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-11 00:18:13-04,I_Corps,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-11 00:00:07-04,wadakashiho,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"A MH-60S Sea Hawk helicopter, attached to the “Island Knights” of #HSC25 moves into position for landing during flight quarters aboard #USSJohnPMurtha. #FreeAndOpenIndoPacific #Readiness   : MC2 Curtis D. Spencer https://t.co/R3czkhEfsP",2022-04-08 16:00:09-04,INDOPACOM,,0,0,0,0,0.167,0.167,0,0,0,0,0.111,0.111,0,0.176,0.176,0,0.167,0.125,0,0.364,0.273,1,1,0.667,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.083,
違法・無報告・無規制漁業は、合法的な漁業者に毎年数百億ドルの収入減をもたらしています。米沿岸警備隊は太平洋地域の同盟国やパートナーと協力し、法律の施行と漁業資源の保護に貢献しています。 #ourocean2022 #FreeandOpenIndoPacific https://t.co/GMq9JaSZVb,2022-04-08 04:19:40-04,usembassytokyo,usembassytokyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0.074,1,1,0.625,1,0.545,0.409,1,1,0.667,1,1,0.570,1,0.103,0.058,1,0.400,0.050,1,0.667,0.667,1,0.175,0.096,0,0.062,0.016,0,0,0,0,0.167,0.021,
"Illegal, unreported, and unregulated (IUU) fishing causes tens of billions of dollars of lost revenue to legal fishers every year. @USCG cooperates with allies and partners around the Pacific to help enforce laws and protect fishing stocks. #ourocean2022 #FreeandOpenIndoPacific https://t.co/Yfo7Ix9G3z",2022-04-08 04:17:44-04,usembassytokyo,,0,0,0,1,0.389,0.333,1,0.267,0.250,1,0.333,0.333,1,0.392,0.270,0,0.167,0.125,0,0.273,0.205,1,1,0.783,0,0,0,1,0.256,0.173,1,0.400,0.100,1,0.333,0.333,1,0.351,0.237,1,0.250,0.109,0,0,0,1,0.333,0.208,
"A V-22 Osprey assigned to the 21st Special Operations Squadron and @PACAF C-12 Huron assigned to the 459th Airlift Squadron fly over @374AirliftWing, , during a training mission. #FreeAndOpenIndoPacific #Readiness #Lethality  : Yasuo Osakabe https://t.co/dJppDXXTuX",2022-04-08 01:30:00-04,INDOPACOM,PACAF,0,0.033,0.033,1,0.500,0.250,0,0,0,0,0.222,0.139,0,0.176,0.162,0,0.167,0.125,0,0.394,0.326,1,1,0.717,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.105,0.092,1,0.125,0.062,0,0,0,0,0.167,0.083,
"USS Ashland, USS Miguel Keith Participate in Balikatan 2022 https://t.co/8Xc2uKZesS https://t.co/cUKVNid4Ez",2022-04-10 23:57:06-04,US7thFleet,,0,0,0,0,0.167,0.042,0,0,0,0,0.148,0.083,0,0.235,0.132,0,0.185,0.116,0,0.455,0.409,1,1,0.667,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.079,1,0.125,0.047,0,0,0,0,0.167,0.021,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 23:55:00-04,jhop4749,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 19:15:06-04,USNavy,,0,0,0,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.176,0.147,0,0.185,0.157,0,0.364,0.295,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 23:27:09-04,CongSeneres,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
"RT @US7thFleet: USS Ashland, USS Miguel Keith Participate in Balikatan 2022 https://t.co/8Xc2uKZesS https://t.co/cUKVNid4Ez",2022-04-11 23:26:02-04,derik_rivera,US7thFleet,1,1,0.675,0,0.167,0.042,0,0,0,0,0.148,0.083,1,0.294,0.147,1,1,0.671,1,0.545,0.500,1,1,0.667,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.079,1,0.125,0.047,0,0,0,0,0.167,0.021,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 23:22:55-04,Mattybink1,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 23:10:06-04,woMfbJKqIvydpRP,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
"RT @US7thFleet: USS Ashland, USS Miguel Keith Participate in Balikatan 2022 https://t.co/8Xc2uKZesS https://t.co/cUKVNid4Ez",2022-04-11 23:05:03-04,DiegoTiburonA,US7thFleet,1,1,0.675,0,0.167,0.042,0,0,0,0,0.148,0.083,1,0.294,0.147,1,1,0.671,1,0.545,0.500,1,1,0.667,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.079,1,0.125,0.047,0,0,0,0,0.167,0.021,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 22:35:06-04,Maxamdbar88888,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 22:12:00-04,gang_urgee_suki,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 21:59:06-04,KatsuhikoTsuda,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 21:42:40-04,djcad2005,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
"RT @US7thFleet: USS Ashland, USS Miguel Keith Participate in Balikatan 2022 https://t.co/8Xc2uKZesS https://t.co/cUKVNid4Ez",2022-04-11 21:40:51-04,djcad2005,US7thFleet,1,1,0.675,0,0.167,0.042,0,0,0,0,0.148,0.083,1,0.294,0.147,1,1,0.671,1,0.545,0.500,1,1,0.667,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.079,1,0.125,0.047,0,0,0,0,0.167,0.021,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 21:26:38-04,DandekerLisa,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 20:52:16-04,provider808,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 20:49:32-04,zebediizip,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 20:45:57-04,SurfaceWarriors,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
RT @USNavy: Going shoulder-to-shoulder with partners.  ⚓    #USSAshland (LSD 48) and #USSMiguelKeith (ESB 5) participated in the Philippine-led exercise Balikatan March 28 to April 8.  Read the story here: https://t.co/SLx9bF7oA0 https://t.co/IvleTw1J4S,2022-04-11 20:44:40-04,FaleroJr,USNavy,1,1,0.700,0,0.167,0.167,1,0.200,0.050,1,0.370,0.222,0,0.235,0.162,1,1,0.713,0,0.455,0.386,1,1,0.700,0,0,0,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.158,0.092,1,0.188,0.062,0,0,0,1,0.250,0.104,
"RT @US7thFleet: USS Ashland, USS Miguel Keith Participate in Balikatan 2022 https://t.co/8Xc2uKZesS https://t.co/cUKVNid4Ez",2022-04-11 20:37:03-04,jdh_harms,US7thFleet,1,1,0.675,0,0.167,0.042,0,0,0,0,0.148,0.083,1,0.294,0.147,1,1,0.671,1,0.545,0.500,1,1,0.667,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.079,1,0.125,0.047,0,0,0,0,0.167,0.021,
